Region,Governorate,Income_Category,Date,GDP_Per_Capita_USD,Organic_Waste_Percentage,Plastic_Percentage,Paper_Cardboard_Percentage,Glass_Percentage,Metal_Percentage,Other_Waste_Percentage,Recycling_Rate_Percentage,Population,Total_MSW_Generated_Tons_Month,Agricultural_Waste_Tons_Year,Construction_Demolition_Waste_Tons_Year,E_Waste_Tons_Year,Hazardous_Waste_Tons_Year,Medical_Waste_Tons_Year,Total_Annual_MSW_Tons_Year,Waste_Collection_Coverage_Population_Percentage,Waste_Collection_Coverage_Waste_Percentage,Compost_Treatment_Percentage,Incineration_Percentage,Data_Source
South Upper Egypt Region,Luxor,Lower Middle Income,2024-03,3200,57.6,15.5,12,3.7,0.5,10.8,16.7,1353782,23962,414240,55392,1239,5500,1497,247065,40.5,34.7,13.6,1.4,Ministry of Environment - Luxor City Sustainability Report
South Upper Egypt Region,Luxor,Lower Middle Income,2024-04,3200,53.9,14,16.8,1.2,0.5,13.6,16.8,1355677,20335,413131,55746,1211,5909,1517,247411,49.3,43.1,11.7,2.6,Ministry of Environment - Luxor City Sustainability Report
South Upper Egypt Region,Luxor,Lower Middle Income,2024-05,3200,63.6,7.7,17,3.3,0.5,7.8,17,1357575,20364,413131,55746,1211,5909,1517,247757,36.1,30.5,13.7,1.3,Ministry of Environment - Luxor City Sustainability Report
South Upper Egypt Region,Luxor,Lower Middle Income,2024-06,3200,61.3,12.8,11.3,0.5,1.6,12.6,17.5,1359476,20392,413131,55746,1211,5909,1517,248104,44.2,38.3,12.1,2,Ministry of Environment - Luxor City Sustainability Report
South Upper Egypt Region,Luxor,Lower Middle Income,2024-07,3200,55.6,10.3,4,14.8,0.5,14.8,17.7,1361379,20421,418844,57455,1226,5683,1525,248452,44.9,38.9,12.5,1.7,Ministry of Environment - Luxor City Sustainability Report
South Upper Egypt Region,Luxor,Lower Middle Income,2024-08,3200,52.5,5.5,11.3,5.1,8.9,16.7,18.3,1363285,20449,418844,57455,1226,5683,1525,248800,37.1,26.8,13.1,1.4,Ministry of Environment - Luxor City Sustainability Report
South Upper Egypt Region,Luxor,Lower Middle Income,2024-09,3200,53.9,8.8,15.6,7.5,0.5,13.8,17.5,1365194,20478,418844,57455,1226,5683,1525,249148,41.8,35.9,13.7,1.3,Ministry of Environment - Luxor City Sustainability Report
South Upper Egypt Region,Luxor,Lower Middle Income,2024-10,3200,54.6,11.1,12.7,7.2,2.2,12.3,18.4,1367105,20507,429712,60749,1232,5526,1623,249497,46.9,40.8,13.8,2.5,Ministry of Environment - Luxor City Sustainability Report
South Upper Egypt Region,Luxor,Lower Middle Income,2024-11,3200,56,15.2,9.2,0.5,3.9,15.3,18,1369019,20535,429712,60749,1232,5526,1623,249846,40,34.3,10.7,2,Ministry of Environment - Luxor City Sustainability Report
South Upper Egypt Region,Luxor,Lower Middle Income,2024-12,3200,53.3,16.7,9.9,3.7,0.6,15.9,18.3,1370936,20564,429712,60749,1232,5526,1623,250196,41.1,35.3,12.4,1.5,Ministry of Environment - Luxor City Sustainability Report
South Upper Egypt Region,Luxor,Lower Middle Income,2025-01,3350,57.2,10.6,12.8,0.8,5.6,13,18.7,1372855,20593,434551,56424,1288,5747,1564,250546,43.9,38,12.2,2.3,Ministry of Environment - Luxor City Sustainability Report
South Upper Egypt Region,Luxor,Lower Middle Income,2025-02,3350,57.5,13.2,12.6,0.5,0.5,15.7,18.1,1374777,20622,434551,56424,1288,5747,1564,250897,40.6,34.8,11.7,2.3,Ministry of Environment - Luxor City Sustainability Report
South Upper Egypt Region,Luxor,Lower Middle Income,2025-03,3350,59.6,11.8,10.6,0.6,0.5,16.8,18.9,1376702,24368,434551,56424,1288,5747,1564,251248,38.5,32.8,11.7,1.4,Ministry of Environment - Luxor City Sustainability Report
South Upper Egypt Region,Luxor,Lower Middle Income,2025-04,3350,64.4,9.8,8.3,1.3,0.5,15.7,18.9,1378629,20679,408241,55988,1262,5749,1582,251600,35.4,29.9,12.7,2.4,Ministry of Environment - Luxor City Sustainability Report
South Upper Egypt Region,Luxor,Lower Middle Income,2025-05,3350,57.2,16.3,6.2,0.5,3.1,16.7,19.1,1380559,20708,408241,55988,1262,5749,1582,251952,38.4,32.7,12.9,2.7,Ministry of Environment - Luxor City Sustainability Report
South Upper Egypt Region,Luxor,Lower Middle Income,2025-06,3350,52.2,13,13.2,0.8,2,18.8,19.2,1382492,20737,408241,55988,1262,5749,1582,252305,39.7,33.9,11.5,2.6,Ministry of Environment - Luxor City Sustainability Report
South Upper Egypt Region,Luxor,Lower Middle Income,2025-07,3350,64.4,9.3,8.3,0.6,5.2,12.2,20.2,1384427,20766,449045,59863,1271,6062,1506,252658,37,31.4,13.5,2.6,Ministry of Environment - Luxor City Sustainability Report
South Upper Egypt Region,Luxor,Lower Middle Income,2025-08,3350,61,10.8,1.6,5.6,3.9,17.1,19,1386366,20795,449045,59863,1271,6062,1506,253012,35.6,30.1,14,1.4,Ministry of Environment - Luxor City Sustainability Report
South Upper Egypt Region,Luxor,Lower Middle Income,2025-09,3350,51.6,9.6,11,9.7,2.9,15.1,19.3,1388306,20825,449045,59863,1271,6062,1506,253366,35.7,30.2,10.9,1.3,Ministry of Environment - Luxor City Sustainability Report
South Upper Egypt Region,Luxor,Lower Middle Income,2025-10,3350,53.6,6.7,13.7,7.5,5.5,13,19.4,1390250,20854,432617,58505,1251,6020,1597,253721,42,36.2,10.9,1.6,Ministry of Environment - Luxor City Sustainability Report
South Upper Egypt Region,Luxor,Lower Middle Income,2025-11,3350,52.6,14.7,14.8,7.2,2.8,7.9,19.5,1392196,20883,432617,58505,1251,6020,1597,254076,45.7,39.7,10.6,1.6,Ministry of Environment - Luxor City Sustainability Report
South Upper Egypt Region,Luxor,Lower Middle Income,2025-12,3350,48.2,11.8,10.8,8,2.3,18.9,19.6,1394146,20912,432617,58505,1251,6020,1597,254432,43,37.1,12.8,1.9,Ministry of Environment - Luxor City Sustainability Report
Alexandria Region,Matrouh,Lower Middle Income,2021-01,3690,60,18,8.6,0.6,2.7,10,12.6,503967,7560,158143,22305,139,639,170,91974,41.4,35.5,10.2,1.4,Waste Management Regulatory Authority - Frontier Governorates Report
Alexandria Region,Matrouh,Lower Middle Income,2021-02,3690,52.7,12.6,13.8,0.5,6.6,13.8,11.9,504673,7570,158143,22305,139,639,170,92103,49.8,43.5,12.3,1.6,Waste Management Regulatory Authority - Frontier Governorates Report
Alexandria Region,Matrouh,Lower Middle Income,2021-03,3690,64.8,12.2,4.9,0.5,0.5,17.1,12,505379,7581,158143,22305,139,639,170,92232,42.4,36.5,13.2,1.6,Waste Management Regulatory Authority - Frontier Governorates Report
Alexandria Region,Matrouh,Lower Middle Income,2021-04,3690,60.7,9.5,11.1,0.4,3.3,15,12.6,506087,8957,158097,21099,140,631,177,92361,43.2,37.3,11.4,1.3,Waste Management Regulatory Authority - Frontier Governorates Report
Alexandria Region,Matrouh,Lower Middle Income,2021-05,3690,50.6,12.2,12.8,0.5,8.3,15.6,12.3,506795,7602,158097,21099,140,631,177,92490,48.1,41.9,12.8,2.7,Waste Management Regulatory Authority - Frontier Governorates Report
Alexandria Region,Matrouh,Lower Middle Income,2021-06,3690,61.1,11.9,3.2,6.4,2.9,14.6,13,507505,9516,158097,21099,140,631,177,92620,36.6,26.4,10.4,2.4,Waste Management Regulatory Authority - Frontier Governorates Report
Alexandria Region,Matrouh,Lower Middle Income,2021-07,3690,53.5,14.3,15.6,4.3,0.4,11.8,12.9,508215,9529,154841,20652,139,673,171,92749,46.3,40.2,11.3,1.4,Waste Management Regulatory Authority - Frontier Governorates Report
Alexandria Region,Matrouh,Lower Middle Income,2021-08,3690,54.9,16.2,3.8,3.7,9,12.3,12.3,508927,9542,154841,20652,139,673,171,92879,36.7,31.1,12.8,2.1,Waste Management Regulatory Authority - Frontier Governorates Report
Alexandria Region,Matrouh,Lower Middle Income,2021-09,3690,57.5,14.3,13.3,0.6,0.5,13.7,13.7,509639,7645,154841,20652,139,673,171,93009,40.5,34.7,10.9,1.6,Waste Management Regulatory Authority - Frontier Governorates Report
Alexandria Region,Matrouh,Lower Middle Income,2021-10,3690,47.8,11.3,10.4,10.5,4.3,15.7,13.9,510353,7655,152270,22482,136,621,178,93139,49.9,43.7,10.6,2.1,Waste Management Regulatory Authority - Frontier Governorates Report
Alexandria Region,Matrouh,Lower Middle Income,2021-11,3690,53.2,8,8.3,12.1,2.4,16,13.1,511067,7666,152270,22482,136,621,178,93270,37.8,32.1,12.4,1.8,Waste Management Regulatory Authority - Frontier Governorates Report
Alexandria Region,Matrouh,Lower Middle Income,2021-12,3690,60.9,7.2,11.4,4.9,4.4,11.2,13.3,511783,7677,152270,22482,136,621,178,93400,48.4,42.2,13.4,1.4,Waste Management Regulatory Authority - Frontier Governorates Report
Alexandria Region,Matrouh,Lower Middle Income,2022-01,4295,46.6,10.1,8.6,7.9,9.3,17.5,13.7,512499,7687,154976,21715,141,684,171,93531,45.6,39.5,11.1,1.7,Waste Management Regulatory Authority - Frontier Governorates Report
Alexandria Region,Matrouh,Lower Middle Income,2022-02,4295,60.2,9.2,8.4,5,0.5,16.7,13.8,513217,7698,154976,21715,141,684,171,93662,42.3,36.5,10.6,2.2,Waste Management Regulatory Authority - Frontier Governorates Report
Alexandria Region,Matrouh,Lower Middle Income,2022-03,4295,55.1,14.4,13.2,0.5,6.4,10.4,14.2,513935,7709,154976,21715,141,684,171,93793,36.2,30.6,10.3,2,Waste Management Regulatory Authority - Frontier Governorates Report
Alexandria Region,Matrouh,Lower Middle Income,2022-04,4295,52.1,13.5,13,5.3,2.6,13.4,14.8,514655,9110,166021,22141,143,648,169,93925,48.3,42.1,11.1,1.7,Waste Management Regulatory Authority - Frontier Governorates Report
Alexandria Region,Matrouh,Lower Middle Income,2022-05,4295,61.8,9.4,5.6,4.2,3.6,15.3,14,515375,7731,166021,22141,143,648,169,94056,44,38,10.7,2.2,Waste Management Regulatory Authority - Frontier Governorates Report
Alexandria Region,Matrouh,Lower Middle Income,2022-06,4295,52.8,10.9,10.9,3.1,9.3,13.1,14,516097,9676,166021,22141,143,648,169,94188,45.3,39.3,11.6,2.1,Waste Management Regulatory Authority - Frontier Governorates Report
Alexandria Region,Matrouh,Lower Middle Income,2022-07,4295,65.4,14.3,9.1,0.5,0.5,10.1,13.8,516819,9690,166560,22667,132,653,180,94319,36,30.5,11.3,2.6,Waste Management Regulatory Authority - Frontier Governorates Report
Alexandria Region,Matrouh,Lower Middle Income,2022-08,4295,51.6,14.4,7.9,4.7,7.8,13.6,14.2,517543,9704,166560,22667,132,653,180,94452,36.7,31.1,11.8,1.4,Waste Management Regulatory Authority - Frontier Governorates Report
Alexandria Region,Matrouh,Lower Middle Income,2022-09,4295,67.1,8.8,9.8,1.9,7.1,5.3,14.7,518268,7774,166560,22667,132,653,180,94584,41.7,35.9,12.9,2.2,Waste Management Regulatory Authority - Frontier Governorates Report
Alexandria Region,Matrouh,Lower Middle Income,2022-10,4295,53.7,13.5,17.3,5.1,0.5,9.9,15.5,518993,7785,155509,21097,139,645,171,94716,41.8,35.9,11.6,2.4,Waste Management Regulatory Authority - Frontier Governorates Report
Alexandria Region,Matrouh,Lower Middle Income,2022-11,4295,54.1,9.1,5.4,8.6,6.2,16.5,14.7,519720,7796,155509,21097,139,645,171,94849,45.4,33.4,13.6,1.7,Waste Management Regulatory Authority - Frontier Governorates Report
Alexandria Region,Matrouh,Lower Middle Income,2022-12,4295,52.5,6.8,10.5,5.4,4.6,20.1,15.2,520447,7807,155509,21097,139,645,171,94982,42.8,36.9,12.9,1.9,Waste Management Regulatory Authority - Frontier Governorates Report
Alexandria Region,Matrouh,Lower Middle Income,2023-01,3700,54.2,18.2,6.2,8.2,1.3,11.8,15.2,521176,7818,164221,22008,144,692,183,95115,44,38,11.8,2.3,Waste Management Regulatory Authority - Frontier Governorates Report
Alexandria Region,Matrouh,Lower Middle Income,2023-02,3700,56.8,7.6,10.7,1,6.4,17.5,15.8,521906,7829,164221,22008,144,692,183,95248,42.7,36.8,13.9,2.3,Waste Management Regulatory Authority - Frontier Governorates Report
Alexandria Region,Matrouh,Lower Middle Income,2023-03,3700,60.7,12.8,10.5,8.5,0.4,7.1,16.5,522636,9251,164221,22008,144,692,183,95381,36,30.4,10.6,2.7,Waste Management Regulatory Authority - Frontier Governorates Report
Alexandria Region,Matrouh,Lower Middle Income,2023-04,3700,47.7,6,16.5,8.1,9.7,12,15.4,523368,7851,163274,21952,136,684,173,95515,40.5,34.7,11.4,1.4,Waste Management Regulatory Authority - Frontier Governorates Report
Alexandria Region,Matrouh,Lower Middle Income,2023-05,3700,61.4,11.8,14.3,0.5,0.5,11.4,15.5,524101,7862,163274,21952,136,684,173,95648,39.5,33.8,12,2.1,Waste Management Regulatory Authority - Frontier Governorates Report
Alexandria Region,Matrouh,Lower Middle Income,2023-06,3700,44.6,16.7,15.3,0.4,7.2,15.8,16.3,524834,9841,163274,21952,136,684,173,95782,45.2,39.2,10.5,2.2,Waste Management Regulatory Authority - Frontier Governorates Report
Alexandria Region,Matrouh,Lower Middle Income,2023-07,3700,55.3,12.6,8.5,7.9,0.6,15.1,16.3,525569,9855,161806,22164,138,695,179,95916,41,35.2,13.1,2.5,Waste Management Regulatory Authority - Frontier Governorates Report
Alexandria Region,Matrouh,Lower Middle Income,2023-08,3700,51.6,14.4,8.9,1.7,2,21.3,16.8,526305,9869,161806,22164,138,695,179,96051,38.8,33.1,10.2,2.5,Waste Management Regulatory Authority - Frontier Governorates Report
Alexandria Region,Matrouh,Lower Middle Income,2023-09,3700,53.3,8.5,12.1,3.3,0.5,22.4,16.5,527042,7906,161806,22164,138,695,179,96185,44,32.3,13.4,2,Waste Management Regulatory Authority - Frontier Governorates Report
Alexandria Region,Matrouh,Lower Middle Income,2023-10,3700,52.7,11.1,10.3,10.7,0.5,14.6,16.3,527780,7917,162368,21388,138,661,182,96320,35.3,29.8,13.1,1.8,Waste Management Regulatory Authority - Frontier Governorates Report
Alexandria Region,Matrouh,Lower Middle Income,2023-11,3700,59.9,12.6,4.6,1.4,3.5,18,16.7,528519,7928,162368,21388,138,661,182,96455,36.8,31.2,12.4,2,Waste Management Regulatory Authority - Frontier Governorates Report
Alexandria Region,Matrouh,Lower Middle Income,2023-12,3700,56.6,16.7,4.3,0.5,1.3,20.5,17.1,529259,7939,162368,21388,138,661,182,96590,41.5,35.6,11.3,2.4,Waste Management Regulatory Authority - Frontier Governorates Report
Alexandria Region,Matrouh,Lower Middle Income,2024-01,3200,52.4,13.3,10.3,7.9,0.5,15.6,17.1,530000,7950,165441,21573,147,681,173,96725,37,31.4,13.5,2.1,Waste Management Regulatory Authority - Frontier Governorates Report
Alexandria Region,Matrouh,Lower Middle Income,2024-02,3200,52.5,20.7,6.8,0.5,5.2,14.4,17.1,530742,7961,165441,21573,147,681,173,96860,47.2,41.1,13.9,2.5,Waste Management Regulatory Authority - Frontier Governorates Report
Alexandria Region,Matrouh,Lower Middle Income,2024-03,3200,53.4,11.6,4.6,8.7,5.5,16.2,17.5,531485,9407,165441,21573,147,681,173,96996,48.9,42.7,10.1,2.3,Waste Management Regulatory Authority - Frontier Governorates Report
Alexandria Region,Matrouh,Lower Middle Income,2024-04,3200,49,13.4,9.8,7.6,7,13.3,17.7,532229,7983,162922,21727,137,663,174,97132,47.9,41.8,12.6,1.6,Waste Management Regulatory Authority - Frontier Governorates Report
Alexandria Region,Matrouh,Lower Middle Income,2024-05,3200,51.9,20.8,12.7,1.7,4.6,8.3,17.9,532974,7995,162922,21727,137,663,174,97268,42.8,31.4,12.1,1.9,Waste Management Regulatory Authority - Frontier Governorates Report
Alexandria Region,Matrouh,Lower Middle Income,2024-06,3200,58.3,7,8.8,4.9,6.9,14,17.8,533720,10008,162922,21727,137,663,174,97404,35.9,30.4,11.8,2.1,Waste Management Regulatory Authority - Frontier Governorates Report
Alexandria Region,Matrouh,Lower Middle Income,2024-07,3200,61.5,13.6,10.2,4.7,2.6,7.5,17.5,534467,10021,166070,23201,150,690,180,97540,43,37.1,11.3,2.3,Waste Management Regulatory Authority - Frontier Governorates Report
Alexandria Region,Matrouh,Lower Middle Income,2024-08,3200,57.8,15.3,9.8,3.7,1.9,11.6,17.8,535215,10035,166070,23201,150,690,180,97677,38.4,32.7,10.2,1.8,Waste Management Regulatory Authority - Frontier Governorates Report
Alexandria Region,Matrouh,Lower Middle Income,2024-09,3200,58,12.6,10.8,5.7,2.4,10.5,18.4,535965,8039,166070,23201,150,690,180,97814,48.5,42.3,13.7,2.4,Waste Management Regulatory Authority - Frontier Governorates Report
Alexandria Region,Matrouh,Lower Middle Income,2024-10,3200,49.7,22.9,5.3,2,5,15.2,17.7,536715,8051,172609,22637,142,695,182,97950,48.6,42.4,12.1,2.2,Waste Management Regulatory Authority - Frontier Governorates Report
Alexandria Region,Matrouh,Lower Middle Income,2024-11,3200,57.3,11.1,10.9,4.1,1.8,14.8,18.2,537466,8062,172609,22637,142,695,182,98088,36,30.5,12.8,2.6,Waste Management Regulatory Authority - Frontier Governorates Report
Alexandria Region,Matrouh,Lower Middle Income,2024-12,3200,51,10.7,8.3,7.1,5.8,17.1,18.1,538219,8073,172609,22637,142,695,182,98225,42.7,36.9,10.4,1.7,Waste Management Regulatory Authority - Frontier Governorates Report
Alexandria Region,Matrouh,Lower Middle Income,2025-01,3350,48.4,16.7,12.3,0.5,4.1,18,18.4,538972,8085,165827,21824,149,705,187,98362,43.5,37.6,13.6,2.3,Waste Management Regulatory Authority - Frontier Governorates Report
Alexandria Region,Matrouh,Lower Middle Income,2025-02,3350,53.2,14.9,13.7,0.5,2.4,15.3,19,539727,8096,165827,21824,149,705,187,98500,48.1,41.9,11.4,2.3,Waste Management Regulatory Authority - Frontier Governorates Report
Alexandria Region,Matrouh,Lower Middle Income,2025-03,3350,58.5,9.4,9.4,7,5.4,10.3,18.8,540483,9566,165827,21824,149,705,187,98638,47.4,41.3,12.9,2.1,Waste Management Regulatory Authority - Frontier Governorates Report
Alexandria Region,Matrouh,Lower Middle Income,2025-04,3350,59.3,9.8,3.6,2.7,7.7,17,18.8,541239,8119,166409,22959,138,660,185,98776,35.5,25.5,11.8,1.6,Waste Management Regulatory Authority - Frontier Governorates Report
Alexandria Region,Matrouh,Lower Middle Income,2025-05,3350,60,12.1,9.2,4.6,0.5,13.5,18.4,541997,8130,166409,22959,138,660,185,98914,48.7,42.5,13.9,2.1,Waste Management Regulatory Authority - Frontier Governorates Report
Alexandria Region,Matrouh,Lower Middle Income,2025-06,3350,60.9,8.2,7.4,6.1,3.3,14.1,19.4,542756,10176,166409,22959,138,660,185,99053,39.8,34.1,12.7,2.1,Waste Management Regulatory Authority - Frontier Governorates Report
Alexandria Region,Matrouh,Lower Middle Income,2025-07,3350,53,19.6,6.6,5.2,1,14.7,19.5,543516,10191,175013,22198,148,686,184,99192,49.2,43,11.6,1.3,Waste Management Regulatory Authority - Frontier Governorates Report
Alexandria Region,Matrouh,Lower Middle Income,2025-08,3350,53.7,7.1,9.2,8.2,9.3,12.5,20.2,544277,10205,175013,22198,148,686,184,99331,46.1,40.1,10.7,2.7,Waste Management Regulatory Authority - Frontier Governorates Report
Alexandria Region,Matrouh,Lower Middle Income,2025-09,3350,49.9,19.4,12.9,1.3,0.6,15.9,19.4,545039,8176,175013,22198,148,686,184,99470,36,30.4,10.1,1.5,Waste Management Regulatory Authority - Frontier Governorates Report
Alexandria Region,Matrouh,Lower Middle Income,2025-10,3350,52.1,17.5,11.3,5.9,1.9,11.4,19.7,545802,8187,173527,23056,139,663,180,99609,41.3,35.4,10.5,2.3,Waste Management Regulatory Authority - Frontier Governorates Report
Alexandria Region,Matrouh,Lower Middle Income,2025-11,3350,62.1,12.2,8.2,3.7,3.8,10,19.8,546566,8198,173527,23056,139,663,180,99748,39.1,28.4,12.1,1.4,Waste Management Regulatory Authority - Frontier Governorates Report
Alexandria Region,Matrouh,Lower Middle Income,2025-12,3350,63.3,12.4,15.9,0.7,0.6,7.1,20.5,547331,8210,173527,23056,139,663,180,99888,38.3,27.7,11.6,2.6,Waste Management Regulatory Authority - Frontier Governorates Report
North Upper Egypt Region,Minya,Lower Middle Income,2021-01,3690,48.1,17.7,9.7,5.7,5.1,13.7,12.1,5895471,88432,1773511,250722,5056,26177,6479,1075923,44.5,38.5,12.4,2.6,Ministry of Environment - North Upper Egypt Report
North Upper Egypt Region,Minya,Lower Middle Income,2021-02,3690,50.7,15.6,9.6,8.8,4.9,10.4,12.3,5903725,88556,1773511,250722,5056,26177,6479,1077430,38,32.3,11.9,1.6,Ministry of Environment - North Upper Egypt Report
North Upper Egypt Region,Minya,Lower Middle Income,2021-03,3690,55.6,10.3,15.2,2.5,0.5,15.9,12.4,5911990,88680,1773511,250722,5056,26177,6479,1078938,50,43.7,10.2,1.9,Ministry of Environment - North Upper Egypt Report
North Upper Egypt Region,Minya,Lower Middle Income,2021-04,3690,55.1,12.5,15.5,6.8,2.8,7.4,12.2,5920267,104789,1834630,254620,5260,25007,6960,1080449,48.1,41.9,11.4,2.4,Ministry of Environment - North Upper Egypt Report
North Upper Egypt Region,Minya,Lower Middle Income,2021-05,3690,51.4,15,5.1,12,3,13.5,12.6,5928555,88928,1834630,254620,5260,25007,6960,1081961,47.8,41.6,11.5,2.4,Ministry of Environment - North Upper Egypt Report
North Upper Egypt Region,Minya,Lower Middle Income,2021-06,3690,47.3,13.4,4.7,11.3,7.4,15.9,13.1,5936855,89053,1834630,254620,5260,25007,6960,1083476,41.5,35.7,12.9,2.2,Ministry of Environment - North Upper Egypt Report
North Upper Egypt Region,Minya,Lower Middle Income,2021-07,3690,51.9,14,15.3,6.3,0.5,11.9,12.4,5945167,89178,1799087,255513,5293,24184,6792,1084993,40.5,34.8,11.7,2.2,Ministry of Environment - North Upper Egypt Report
North Upper Egypt Region,Minya,Lower Middle Income,2021-08,3690,56.7,11,16.8,0.5,5.8,9.2,13,5953490,89302,1799087,255513,5293,24184,6792,1086512,44.3,38.3,11.8,2.1,Ministry of Environment - North Upper Egypt Report
North Upper Egypt Region,Minya,Lower Middle Income,2021-09,3690,59,5.7,8.9,11.5,4.5,10.4,12.8,5961825,89427,1799087,255513,5293,24184,6792,1088033,39.9,34.1,13.4,1.3,Ministry of Environment - North Upper Egypt Report
North Upper Egypt Region,Minya,Lower Middle Income,2021-10,3690,48.8,14.6,8.4,9.9,5,13.3,13.7,5970171,89553,1917965,247255,5250,25158,6886,1089556,36.9,31.3,12.1,1.3,Ministry of Environment - North Upper Egypt Report
North Upper Egypt Region,Minya,Lower Middle Income,2021-11,3690,52.5,15.5,10.7,6.2,0.5,14.6,12.7,5978530,89678,1917965,247255,5250,25158,6886,1091082,44.8,33,11.4,1.4,Ministry of Environment - North Upper Egypt Report
North Upper Egypt Region,Minya,Lower Middle Income,2021-12,3690,58.2,5.2,15.5,0.6,3.7,16.8,13.3,5986900,89804,1917965,247255,5250,25158,6886,1092609,37.4,31.7,10.1,2.6,Ministry of Environment - North Upper Egypt Report
